UNIT,PLANT,PARENT,URL,SPONSOR,CAPACITY_MW,STATUS,REGION,COUNTRY,SUBNATIONAL_UNIT,GEOPOINT
Unit 8,Zhejiang Taizhou-1 Power Station,Zhejiang Zheneng Electric Power Co Ltd,https://www.gem.wiki/Zhejiang_Taizhou-1_power_station,,330,Operating,Asia,China,Zhejiang,28.69696
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase I,,,,,,,,,,
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase Ii,,,,,,,,,,
Phase I,,,,,,,,,,
Phase Ii,,,,,,,,,,
Unit 5,Zhengzhou Xinli Power Station,Henan Huihou Enterprise Management Partnership Lp [99.9%],https://www.gem.wiki/Zhengzhou_Xinli_power_station,,200,Retired,Asia,China,Henan,34.76645
Unit 2,Zhengzhou Zhengdong Power Station,Henan Shengrun Holding Group Co Ltd [80.0%]; Zhengzhou Public Utility Investment Development Group Co Ltd [20.0%],https://www.gem.wiki/Zhengzhou_Zhengdong_power_station,,200,Retired,Asia,China,Henan,34.75233
Unit 2,Zhijin Cogen Power Station,China Petrochemical Corp [99.0%],https://www.gem.wiki/Zhijin_Cogen_power_station,,350,Permitted,Asia,China,Guizhou,26.89275
Phase Ii,,,,,,,,,,
Unit 3,Zhongke Guangdong Captive Power Station,China Petrochemical Corp [90.3%]; Sinopec Century Century International Investment [9.7%],https://www.gem.wiki/ZhongKe_Guangdong_Captive_power_station,,100,Operating,Asia,China,Guangdong,21.052
Unit 1,Zhongtian Hechuang Ordos Power Station,China Coal Energy Co Ltd [38.8%]; China Petrochemical Corp [38.8%]; Shenergy Co Ltd [12.5%]; Manshi Investment Group Co Ltd [9.9%],https://www.gem.wiki/Zhongtian_Hechuang_Ordos_power_station,,135,Operating,Asia,China,Inner Mongolia,39.08584
Unit 3,Zhongtian Hechuang Ordos Power Station,China Coal Energy Co Ltd [38.8%]; China Petrochemical Corp [38.8%]; Shenergy Co Ltd [12.5%]; Manshi Investment Group Co Ltd [9.9%],https://www.gem.wiki/Zhongtian_Hechuang_Ordos_power_station,,30,Operating,Asia,China,Inner Mongolia,39.08584
Unit 2,Zhongwei Power Station,China Energy Investment Corp [76.0%]; Ningxia State-Owned Investment Management Co Ltd [24.0%],https://www.gem.wiki/Zhongwei_power_station,,350,Operating,Asia,China,Ningxia,37.62256
Expansion Unit 4,Zhongwei Power Station,China Energy Investment Corp [76.0%]; Ningxia State-Owned Investment Management Co Ltd [24.0%],https://www.gem.wiki/Zhongwei_power_station,,660,Pre-Permit,Asia,China,Ningxia,37.62256
Unit 4,Zhongying Paper Mill Cogen Power Station,Shanying International Holdings Co Ltd,https://www.gem.wiki/Zhongying_Paper_Mill_cogen_power_station,,40,Construction,Asia,China,Anhui,33.68552
Unit 1,Zhongyu Cogen Power Station,Shanxi Zhongyang Iron & Steel Co Ltd,https://www.gem.wiki/Zhongyu_Cogen_power_station,,135,Operating,Asia,China,Shanxi,37.4615
Unit 1,Zhongyue Power Station,Hong Kong Zhonglian Power Finance,https://www.gem.wiki/Zhongyue_power_station,,55,Retired,Asia,China,Henan,34.38075
Unit 1,Zhoukou Longda Power Station,Wintime Energy Group Co Ltd [80.0%]; Zhangjiagang State Owned Capital Investment Group Co Ltd [20.0%],https://www.gem.wiki/Zhoukou_Longda_power_station,,135,Retired,Asia,China,Henan,33.61348
Unit 2,Zhuhai Cogen Power Station,China Resources Power Holdings Co Ltd,https://www.gem.wiki/Zhuhai_Cogen_power_station,,350,Cancelled,Asia,China,Guangdong,22.14383
Unit 1,Zhunda Power Station,Inner Mongolia Energy Power Generation Investment Group Co Ltd [45.9%]; Huaihe Energy Holding Group Co Ltd [40.6%]; Inner Mongolia State Owned Capital Operation Co Ltd [5.1%],https://www.gem.wiki/Zhunda_power_station,,300,Operating,Asia,China,Inner Mongolia,39.78494
Phase I,,,,,,,,,,
Unit 1,Zhuozhou Power Station,Beijing Jingneng Power Co Ltd [60.0%]; Beijing State-Owned Capital Management Center [40.0%],https://www.gem.wiki/Zhuozhou_power_station,,350,Operating,Asia,China,Hebei,39.56332
Unit 3,Zhuozi Power Station,China Huadian Group Corp [51.0%]; Inner Mongolia Yidong Investment Group Co Ltd [49.0%],https://www.gem.wiki/Zhuozi_power_station,,200,Operating,Asia,China,Inner Mongolia,40.92267
Unit 4,Zibo Hongda Power Station,Persons [62.4%]; Shanghai Langhui Enterprise Development Co Ltd [37.6%],https://www.gem.wiki/Zibo_Hongda_power_station,,50,Operating,Asia,China,Shandong,36.78333
Unit 1,Zouxian Power Station,Huadian Power International Co Ltd,https://www.gem.wiki/Zouxian_power_station,,335,Operating,Asia,China,Shandong,35.32557
Unit 8,Zouxian Power Station,Huadian Power International Co Ltd [69.0%]; Yankuang Energy Group Co Ltd [30.0%],https://www.gem.wiki/Zouxian_power_station,,1030,Operating,Asia,China,Shandong,35.32557
Unit 1,Zunhua-2 Power Station,Hebei Construction Investment Energy Investment Co Ltd [51.0%]; Zunhua North Mining Group Co Ltd [49.0%],https://www.gem.wiki/Zunhua-2_power_station,,350,Operating,Asia,China,Hebei,40.07652
Unit 2,Zunyi Power Station,China Huadian Group Corp [51.0%]; Guizhou Wujiang Energy Group Co Ltd [29.2%]; Guizhou Qiansheng State-Owned Assets Management Co Ltd [9.8%],https://www.gem.wiki/Zunyi_power_station,,125,Retired,Asia,China,Guizhou,27.67104
Unit 3,La Luna Power Station,Sloane Energy Group,https://www.gem.wiki/La_Luna_power_station,,375,Shelved,Americas,Colombia,CÃ©sar,9.65761
Unit 1,Termoguajira Power Station,Gecelca Saesp,https://www.gem.wiki/Termoguajira_power_station,,145,Operating,Americas,Colombia,Guajira,11.26221
Unit 3,Termopaipa Power Station,Empresa De EnergÃ­a De BoyacÃ¡,https://www.gem.wiki/Termopaipa_power_station,,74,Operating,Americas,Colombia,BoyacÃ¡,5.7682
Unit 2,San Pedro Port Power Station,Snedai Group,https://www.gem.wiki/San_Pedro_Port_power_station,,350,Cancelled,Africa,CÃ´te D'Ivoire,San Pedro,4.7694
Phase C,Plomin Power Station,Hep-Proizvodnja,https://www.gem.wiki/Plomin_power_station,,500,Cancelled,Europe,Croatia,Istra,45.13639
Phase B,Plomin Power Station,Hep-Proizvodnja,https://www.gem.wiki/Plomin_power_station,,217,Operating,Europe,Croatia,Istra,45.13676
Unit 1,Detmarovice Power Station,Cez As,https://www.gem.wiki/Detmarovice_power_station,,200,Retired,Europe,Czech Republic,Moravskoslezsky,49.90718
Unit 2,Karvina Power Station,Veolia Environnement Sa,https://www.gem.wiki/Karvina_power_station,,70,Cancelled,Europe,Czech Republic,Moravskoslezsky,49.82346
Unit Tg4,Kladno Power Station,Consortium Of Swiss Minority Shareholders Ksm; Eos Holdings Sa; Primeo Energy Ag,https://www.gem.wiki/Kladno_power_station,,135,Operating,Europe,Czech Republic,Central Bohemian,50.15353
Iii Unit 8,Komorany Power Station,Ep Corporate Group As [56.0%]; J&T Energy Holding As [44.0%],https://www.gem.wiki/Komorany_power_station,,32,Operating,Europe,Czech Republic,ÃstÃ­ Nad Labem,50.52229
Phase 1 Unit 1,Melnik Power Station,Cez As,https://www.gem.wiki/Melnik_power_station,,60,Operating,Europe,Czech Republic,Central Bohemian,50.41313
Phase 2 Unit 3,Melnik Power Station,Cez As,https://www.gem.wiki/Melnik_power_station,,110,Retired,Europe,Czech Republic,Central Bohemian,50.41313
Phase 3 Unit 1,Melnik Power Station,Cez As,https://www.gem.wiki/Melnik_power_station,,500,Retired,Europe,Czech Republic,Central Bohemian,50.41313
Unit 4,Mondi Steti Power Station,Mondi Å tÄtÃ­ As,https://www.gem.wiki/Mondi_Steti_power_station,,32,Operating,Europe,Czech Republic,Ustecky,50.2711
Unit 1,Opatovice Power Station,Elektrarny Opatovice As,https://www.gem.wiki/Opatovice_power_station,,60,Operating,Europe,Czech Republic,PardubickÃ½,50.12651
Unit 3,Opatovice Power Station,Elektrarny Opatovice As,https://www.gem.wiki/Opatovice_power_station,,60,Operating,Europe,Czech Republic,PardubickÃ½,50.12651
Unit 5,Opatovice Power Station,Elektrarny Opatovice As,https://www.gem.wiki/Opatovice_power_station,,60,Operating,Europe,Czech Republic,PardubickÃ½,50.12651
Phase 1 Unit 2,Pocerady Power Station,Sev.En Energy Ag,https://www.gem.wiki/Pocerady_power_station,,200,Operating,Europe,Czech Republic,ÃstÃ­ Nad Labem,50.42745
Phase 2 Unit 2,Porici Power Station,Cez As,https://www.gem.wiki/Porici_power_station,,55,Mothballed,Europe,Czech Republic,KrÃ¡lovÃ©hradeckÃ½,50.57281
Phase 2 Unit 3,Porici Power Station,Cez As,https://www.gem.wiki/Porici_power_station,,55,Operating,Europe,Czech Republic,KrÃ¡lovÃ©hradeckÃ½,50.57281
Unit K1,Prerov Power Station,Veolia Environnement Sa,https://www.gem.wiki/Prerov_power_station,,41,Operating,Europe,Czech Republic,Olomoucky,49.44506
Phase 2 Unit B25 Retrofit,Prunerov Power Station,Cez As,https://www.gem.wiki/Prunerov_power_station,,250,Operating,Europe,Czech Republic,ÃstÃ­ Nad Labem,50.418
Phase 2 Unit B25,Prunerov Power Station,Cez As,https://www.gem.wiki/Prunerov_power_station,,210,Retired,Europe,Czech Republic,ÃstÃ­ Nad Labem,50.41512
Phase 1 Unit 4,Tisova Power Station,Cez As,https://www.gem.wiki/Tisova_power_station,,57,Operating,Europe,Czech Republic,KarlovarskÃ½,50.1494
Unit 2,Vresova Tps Power Station,SokolovskÃ¡ UhelnÃ¡ As,https://www.gem.wiki/Vresova_TPS_power_station,,200,Retired,Europe,Czech Republic,KarlovarskÃ½,50.25582
Unit 2,Stigsnaes Power Station,Ãrsted A/S,https://www.gem.wiki/Stigsnaes_power_station,,266,Retired,Europe,Denmark,SjÃ¦lland,55.20769
Unit 4,Studstrup Power Station,Ãrsted A/S,https://www.gem.wiki/Studstrup_power_station,,380,Operating,Europe,Denmark,Midtjylland,56.2502
Unit 3,Djibouti Power Station,To Be Determined,https://www.gem.wiki/Djibouti_power_station,,50,Shelved,Africa,Djibouti,,11.5
Unit 1,Itabo Power Station,Fondo Patrimonial De Las Empresas Reformadas [50.0%]; Grupo Linda [50.0%],https://www.gem.wiki/Itabo_power_station,,128,Operating,Americas,Dominican Republic,San CristÃ³bal,18.4058
,Manzanillo Power Station,CorporaciÃ³n Dominicana De Empresas ElÃ©ctricas Estatales,https://www.gem.wiki/Manzanillo_power_station,,1500,Cancelled,Americas,Dominican Republic,Montecristi,19.70694
Unit 1,Punta Catalina Power Station,CorporaciÃ³n Dominicana De Empresas ElÃ©ctricas Estatales,https://www.gem.wiki/Punta_Catalina_power_station,,376,Operating,Americas,Dominican Republic,Azua,18.23264
Unit 6,RÃ­o Haina Power Station,Interenergy Holdings,https://www.gem.wiki/R%C3%ADo_Haina_power_station,,120,Cancelled,Americas,Dominican Republic,San CristÃ³bal,18.42421
,Luena Katanga Power Station,Gecamines,https://www.gem.wiki/Luena_Katanga_power_station,,500,Shelved,Africa,Dr Congo,Katanga,-11.13333
Unit 3,Hamarawein Ipp Coal Project,Egyptian Electricity Holding Co,https://www.gem.wiki/Hamarawein_IPP_coal_project,,1100,Cancelled,Africa,Egypt,Red Sea Governate,26.25
Unit 2,Marsa Matruh Power Station,To Be Determined,https://www.gem.wiki/Marsa_Matruh_power_station,,1000,Cancelled,Africa,Egypt,Matrouh Governorate,31.35
,CenÃ©rgica Power Station,CenÃ©rgica,https://www.gem.wiki/Cen%C3%A9rgica_Power_Station,,150,Cancelled,Americas,El Salvador,Sonsonate,13.59
Unit 2,Inkoo Power Station,Fortum Oyj,https://www.gem.wiki/Inkoo_power_station,,250,Retired,Europe,Finland,Southern Finland,60.01749
Unit 4,Inkoo Power Station,Fortum Oyj,https://www.gem.wiki/Inkoo_power_station,,250,Retired,Europe,Finland,Southern Finland,60.01749
Unit 2,Kristiina Power Station,Pohjolan Voima Oy,https://www.gem.wiki/Kristiina_power_station,,242,Retired,Europe,Finland,Ostrobothnia,62.25491
,MÃ¤nttÃ¤ Power Station,MÃ¤ntÃ¤n Energia Oy,https://www.gem.wiki/MÃ¤nttÃ¤_power_station,,65,Retired,Europe,Finland,Pirkanmaa,62.0271
Unit 1,Meri-Pori Power Station,Fortum Oyj,https://www.gem.wiki/Meri-Pori_power_station,,614,Operating,Europe,Finland,Satakunta,61.63215
Unit 2,Suomenoja Power Station,Fortum Oyj,https://www.gem.wiki/Suomenoja_power_station,,80,Operating,Europe,Finland,Uusimaa,60.14833
Unit 2,BlÃ©nod Power Station,ElectricitÃ© De France Sa,https://www.gem.wiki/Bl%C3%A9nod_power_station,,250,Retired,Europe,France,Meurthe-Et-Moselle,48.86909
Unit 3,BlÃ©nod Power Station,ElectricitÃ© De France Sa,https://www.gem.wiki/Bl%C3%A9nod_power_station,,250,Retired,Europe,France,Meurthe-Et-Moselle,48.86909
Unit 2,Bois-Rouge Power Station,Albioma,https://www.gem.wiki/Bois-Rouge_power_station,,46,Operating,Europe,France,RÃ©union,-20.91383
Unit 5,Cordemais Power Station,ElectricitÃ© De France Sa,https://www.gem.wiki/Cordemais_power_station,,630,Operating,Europe,France,Loire-Atlantique,47.27671
Unit C-2,Doniambo Power Station,Eramet,https://www.gem.wiki/Doniambo_power_station,,90,Cancelled,Europe,France,New Caledonia,-22.24987
Unit 5,Emile Huchet Power Station,Ep Corporate Group As [56.0%]; J&T Energy Holding As [44.0%],https://www.gem.wiki/Emile_Huchet_power_station,,330,Retired,Europe,France,Moselle,49.15326
Unit 1,Goro Power Station,Enercal Sa [75.0%]; Engie Sa [25.0%],https://www.gem.wiki/Goro_power_station,,50,Operating,Europe,France,New Caledonia,-22.33025
Unit 1,La Maxe Power Station,ElectricitÃ© De France Sa,https://www.gem.wiki/La_Maxe_power_station,,250,Retired,Europe,France,Moselle,49.15733
Unit 2,Le Gol Power Station,Albioma,https://www.gem.wiki/Le_Gol_power_station,,58,Operating,Europe,France,RÃ©union,-21.27886
Phase 2 Unit 2,Le Havre Power Station,ElectricitÃ© De France Sa,https://www.gem.wiki/Le_Havre_power_station,,600,Retired,Europe,France,Seine-Maritime,49.47575
Unit 1,Arneburg Power Station,Rwe Ag,https://www.gem.wiki/Arneburg_power_station,,800,Cancelled,Europe,Germany,Saxony-Anhalt,52.72377
Unit 7,Arzberg Power Station,Uniper Se,https://www.gem.wiki/Arzberg_power_station,,121,Retired,Europe,Germany,Bavaria,50.05443
Unit A,Bergkamen Power Station,Kommunale Beteiligungsgesellschaft Gmbh & Co Kg,https://www.gem.wiki/Bergkamen_power_station,,780,Operating,Europe,Germany,North Rhine-Westphalia,51.63668
Unit 4,Berlin-Klingenberg Power Station,Vattenfall Ab,https://www.gem.wiki/Berlin-Klingenberg_power_station,,188,Retired,Europe,Germany,Berlin,52.48999
Unit 3,Berlin-Moabit Power Station,Vattenfall Ab,https://www.gem.wiki/Berlin-Moabit_power_station,,100,Operating,Europe,Germany,Berlin,52.53709
Unit P,Boxberg Power Station,Ep Corporate Group As; J&T Energy Holding As; Ppf Investments Ltd,https://www.gem.wiki/Boxberg_power_station,,500,Operating,Europe,Germany,Saxony,51.4197
Unit Q,Boxberg Power Station,Ep Corporate Group As; J&T Energy Holding As; Ppf Investments Ltd,https://www.gem.wiki/Boxberg_power_station,,907,Operating,Europe,Germany,Saxony,51.4197
Unit 1,Brunsbuettel Gdf Suez Power Station,Engie Sa,https://www.gem.wiki/Brunsbuettel_GDF_Suez_power_station,,800,Cancelled,Europe,Germany,Schleswig-Holstein,53.89341
Unit 2,Datteln Power Station,Uniper Se,https://www.gem.wiki/Datteln_power_station,,100,Retired,Europe,Germany,North Rhine-Westphalia,51.63004
Unit 2,Deuben Power Station,Ep Corporate Group As; J&T Energy Holding As; J&T Group,https://www.gem.wiki/Deuben_power_station,,67,Retired,Europe,Germany,Saxony,51.11173
Unit 7,Duisburg-Walsum Power Station,Kommunale Beteiligungsgesellschaft Gmbh & Co Kg,https://www.gem.wiki/Duisburg-Walsum_power_station,,140,Retired,Europe,Germany,North Rhine-Westphalia,51.52861
Unit 9,Flensburg Power Station,Stadtwerke Flensburg Gmbh,https://www.gem.wiki/Flensburg_power_station,,36,Operating,Europe,Germany,Schleswig-Holstein,54.80497
Unit E,Frimmersdorf Power Station,Rwe Ag,https://www.gem.wiki/Frimmersdorf_power_station,,141,Retired,Europe,Germany,North Rhine-Westphalia,51.05547
Unit H,Frimmersdorf Power Station,Rwe Ag,https://www.gem.wiki/Frimmersdorf_power_station,,150,Retired,Europe,Germany,North Rhine-Westphalia,51.05547
Unit L,Frimmersdorf Power Station,Rwe Ag,https://www.gem.wiki/Frimmersdorf_power_station,,142,Retired,Europe,Germany,North Rhine-Westphalia,51.05547
Unit M,Frimmersdorf Power Station,Rwe Ag,https://www.gem.wiki/Frimmersdorf_power_station,,150,Retired,Europe,Germany,North Rhine-Westphalia,51.05547
Unit Q,Frimmersdorf Power Station,Rwe Ag,https://www.gem.wiki/Frimmersdorf_power_station,,310,Operating,Europe,Germany,North Rhine-Westphalia,51.05547
Mannheim Unit 4,Gkm (Mannheim) Power Station,Rwe Ag [40.0%]; Enbw Energie Baden-WÃ¼rttemberg Ag [32.0%]; Mvv Energie Ag [28.0%],https://www.gem.wiki/GKM_(Mannheim)_power_station,,220,Retired,Europe,Germany,Baden-Wuerttemberg,49.44569
Unit C,Gustav Knepper Power Station,Uniper Se,https://www.gem.wiki/Gustav_Knepper_power_station,,363,Retired,Europe,Germany,North Rhine-Westphalia,51.5685
Unit 5,Hafen Power Station,Swb Erzeugung Gmbh & Co Kg,https://www.gem.wiki/Hafen_power_station,,337,Retired,Europe,Germany,Bremen,53.12494
Unit A,Hamburg-Moorburg Power Station,Vattenfall Ab; Vattenfall Europe Ag,https://www.gem.wiki/Hamburg-Moorburg_power_station,,820,Retired,Europe,Germany,Hamburg,53.49
Unit 6,Heilbronn Power Station,Enbw Energie Baden-WÃ¼rttemberg Ag,https://www.gem.wiki/Heilbronn_power_station,,125,Operating,Europe,Germany,Baden-Wuerttemberg,49.17528
Unit 1,IbbenbÃ¼ren-B Power Station,Rwe Ag,https://www.gem.wiki/Ibbenb%C3%BCren-B_power_station,,838,Retired,Europe,Germany,North Rhine-Westphalia,52.28579
Unit B,Janschwalde Power Station,Ep Corporate Group As; J&T Energy Holding As; Ppf Investments Ltd,https://www.gem.wiki/Janschwalde_power_station,,535,Operating,Europe,Germany,Brandenburg,51.83567
Unit D,Janschwalde Power Station,Ep Corporate Group As; J&T Energy Holding As; Ppf Investments Ltd,https://www.gem.wiki/Janschwalde_power_station,,535,Operating,Europe,Germany,Brandenburg,51.83567
Phase A,Kiel Power Station,Bielefelder Beteiligungs- Und VermÃ¶gensverwaltungsgesellschaft Mbh; Uniper Se,https://www.gem.wiki/Kiel_power_station,,354,Retired,Europe,Germany,Schleswig-Holstein,54.33867
Phase E,Lausward Power Station,Enbw Energie Baden-WÃ¼rttemberg Ag,https://www.gem.wiki/Lausward_power_station,,300,Retired,Europe,Germany,North Rhine-Westphalia,51.22083
Unit R,Lippendorf Power Station,Vattenfall Ab,https://www.gem.wiki/Lippendorf_power_station,,933,Operating,Europe,Germany,Saxony,51.18454
,Luenen Steag Power Station,Kommunale Beteiligungsgesellschaft Gmbh & Co Kg,https://www.gem.wiki/Luenen_Steag_power_station,,900,Cancelled,Europe,Germany,North Rhine-Westphalia,51.61629
Unit 7,LÃ¼nen Power Station (Ksbg),Kommunale Beteiligungsgesellschaft Gmbh & Co Kg,https://www.gem.wiki/L%C3%BCnen_power_station_(KSBG),,350,Retired,Europe,Germany,North Rhine-Westphalia,51.61404
Unit 3,Mumsdorf Power Station,Ep Corporate Group As; J&T Energy Holding As; J&T Group,https://www.gem.wiki/Mumsdorf_power_station,,30,Retired,Europe,Germany,Saxony-Anhalt,51.07113
Unit A,Neurath Power Station,Rwe Ag,https://www.gem.wiki/Neurath_power_station,,312,Retired,Europe,Germany,North Rhine-Westphalia,51.03581
Unit C,Niederaussem Power Station,Rwe Ag,https://www.gem.wiki/Niederaussem_power_station,,335,Retired,Europe,Germany,North Rhine-Westphalia,50.99688
Unit F,Niederaussem Power Station,Rwe Ag,https://www.gem.wiki/Niederaussem_power_station,,320,Operating,Europe,Germany,North Rhine-Westphalia,50.99688
Unit G,Niederaussem Power Station,Rwe Ag,https://www.gem.wiki/Niederaussem_power_station,,630,Operating,Europe,Germany,North Rhine-Westphalia,50.99688
,Rostock Power Station,Enbw Energie Baden-WÃ¼rttemberg Ag [50.4%]; Stadtwerke KÃ¶ln Gmbh [49.6%],https://www.gem.wiki/Rostock_power_station,,553,Operating,Europe,Germany,Mecklenburg-Vorpommern,54.1428
Phase B,Schkopau Power Station,E.On Se,https://www.gem.wiki/Schkopau_power_station,,490,Operating,Europe,Germany,Saxony-Anhalt,51.39846
Unit D,Scholven Power Station,Uniper Se,https://www.gem.wiki/Scholven_power_station,,370,Retired,Europe,Germany,North Rhine-Westphalia,51.60064
Unit D,Schwandorf Power Station,Uniper Se,https://www.gem.wiki/Schwandorf_power_station,,300,Retired,Europe,Germany,Bavaria,49.3031
Unit B,Schwarze Pumpe Power Station,Ep Corporate Group As; J&T Energy Holding As; Ppf Investments Ltd,https://www.gem.wiki/Schwarze_Pumpe_power_station,,800,Operating,Europe,Germany,Brandenburg,51.53786
New Coal Unit,Stade Dow Power Station,Dow Chemical Co,https://www.gem.wiki/Stade_Dow_power_station,,920,Cancelled,Europe,Germany,Lower Saxony,53.6535
,Stade E.On Power Station,Uniper Se,https://www.gem.wiki/Stade_E.ON_power_station,,1100,Cancelled,Europe,Germany,Lower Saxony,53.6
Unit 3,Staudinger Power Station,Uniper Se,https://www.gem.wiki/Staudinger_power_station,,318,Retired,Europe,Germany,Hessen,50.08836
